Total_Mass,Frame_Mass,Passenger_Mass,Electrical_Component_mass,Gas_Component_Mass,Energy_Mass,Electrical_Energy1,Electrical_Energy2,Gas_Energy,Total_Energy,Obtainable_Energy,Width,Length,Height,Load_Area,Frontal_Area,Force_Drag,Force_Hover,Force_Movement,Force_Generated,Spec_Range,Drivetrain_Mass,Battery_Volume,Battery_Pack_Height,Climb_Power_needed,Power_rating_per_rotor,Electric_Motor_Mass,Risk_score,Maint_Score,Nuisance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
