Width_w_1_pilot,Width_w_2_pilots,Length_w_out_patient,Length_w_patient,Height,Person_Mass,Battery_Shielding_Ratio,Inverter_Mass,Motor_Mass,Battery_Energy_Density,Electric_to_kinetic_eff,Gas_Energy_Density,Gas_Mass_Density,Gas_to_kinetic_eff,Gas_to_elect_eff,Gas_Turbine_Mass,Gas_Tank_Mass_ratio,Generator_Mass,Cd,Airframe_base_weight,Airframe_weight_scale,Gravity,Rotor_Eff,Climb_height,Climb_rate,Cost_per_kg_of_carbon,Cost_per_kWh_of_batteries,Cost_per_kW_of_motors,Cost_per_kw_of_generator,Pilot_salary,Cost_of_fuel_gl,Cost_of_fuel_lit,Cost_of_electricity,Usable_load_area_reduction,Battery_Volume_Density,Airframe_Density,Maint_Cost_per_hour,Hybrid_hours_per_year_maint,Gas_hours_per_year_maint,Elect_hours_per_year_maint,Electric_Noise,Hybrid_Noise,Gas_Noise
1.5,2,4,6,2,80,2.2,5,20,0.63,0.8,34.3,0.77,0.5,0.4,150,0.2,25,0.25,200,1.5,9.8,1,1000,2,140,150,125,1000,100000,6,1.58,0.2,0.8,1600,62,300,1500,1500,500,0.5,0.6,1
